,num,sentence,tag
403,7,MRT,O
404,7,stop,O
405,7,.,O
406,7,Thanks,O
407,7,again,O
408,7,Alex,B-per
409,8,Location,O
410,8,can,O
411,8,t,O
412,8,be,O
413,8,beat,O
414,8,10,B-tim
415,8,mins,I-tim
416,8,from,O
417,8,Little,B-gpe
418,8,India,I-gpe
419,8,.,O
420,8,Highly,O
421,8,recommend,O
422,8,.,O
423,9,Great,O
424,9,place,O
425,9,to,O
426,9,stay,O
427,9,for,O
428,9,full,O
429,9,autonomy,O
430,9,Fantastic,O
431,9,location,O
432,9,2,B-tim
433,9,minute,I-tim
434,9,walk,O
435,9,to,O
436,9,MRT,O
437,9,station,O
438,9,",",O
439,9,across,O
440,9,the,O
441,9,road,O
442,9,from,O
443,9,Chinatown,B-org
444,9,Point,I-org
445,9,Mall,I-org
446,9,",",O
447,9,5,O
448,9,minute,O
449,9,walk,O
450,9,from,O
451,9,Chinatown,B-org
452,9,Street,I-org
453,9,Food,I-org
454,9,.,O
455,9,Apartment,O
456,9,has,O
457,9,the,O
458,9,bare,O
459,9,essentials,O
460,9,",",O
461,9,if,O
462,9,you,O
463,9,plan,O
464,9,on,O
465,9,cooking,O
466,9,your,O
467,9,own,O
468,9,food,O
469,9,",",O
470,9,you,O
471,9,will,O
472,9,need,O
473,9,to,O
474,9,stock,O
475,9,up,O
476,9,on,O
477,9,the,O
478,9,basics,O
479,9,.,O
480,9,.,O
481,9,.,O
482,9,But,O
483,9,you,O
484,9,are,O
485,9,5,B-tim
486,9,minutes,I-tim
487,9,away,O
488,9,from,O
489,9,some,O
490,9,of,O
491,9,the,O
492,9,best,O
493,9,Chinese,B-gpe
494,9,food,O
495,9,Had,O
496,9,an,O
497,9,amazing,O
498,9,time,O
499,9,in,O
500,9,Singapore,B-geo
501,9,",",O
502,9,and,O
503,9,staying,O
504,9,at,O
505,9,Alex,B-per
506,9,is,O
507,9,apartment,O
508,9,definitely,O
509,9,contributed,O
510,9,to,O
511,9,that,O
512,9,.,O
513,10,Quick,O
514,10,responses,O
515,10,",",O
516,10,very,O
517,10,nice,O
518,10,and,O
519,10,friendly,O
520,10,host,O
521,10,via,O
522,10,message,O
523,10,exchange,O
524,10,.,O
525,10,Apartment,O
526,10,is,O
527,10,clean,O
528,10,.,O
529,10,Easy,O
530,10,Check,O
531,10,in,O
532,10,with,O
533,10,the,O
534,10,apartment,O
535,10,unlocked,O
536,10,waiting,O
537,10,for,O
538,10,your,O
539,10,arrival,O
540,10,.,O
541,10,Space,O
542,10,is,O
543,10,spacious,O
544,10,and,O
545,10,large,O
546,10,enough,O
547,10,as,O
548,10,described,O
549,10,.,O
550,10,Location,O
551,10,is,O
552,10,right,O
553,10,in,O
554,10,the,O
555,10,heart,O
556,10,of,O
557,10,Chinatown,B-gpe
558,10,.,O
559,10,We,O
560,10,have,O
561,10,a,O
562,10,great,O
563,10,stay,O
564,10,Thank,O
565,10,you,O
566,10,very,O
567,10,much,O
568,10,.,O
569,11,The,O
570,11,place,O
571,11,has,O
572,11,a,O
573,11,great,O
574,11,location,O
575,11,",",O
576,11,close,O
577,11,to,O
578,11,Marina,B-geo
579,11,Bay,I-geo
580,11,by,O
581,11,train,O
582,11,and,O
583,11,to,O
584,11,shopping,O
585,11,malls,O
586,11,",",O
587,11,restaurants,O
588,11,and,O
589,11,supermarket,O
590,11,by,O
591,11,foot,O
592,11,.,O
593,11,Anna,B-per
594,11,is,O
595,11,very,O
596,11,friendly,O
597,11,and,O
598,11,gives,O
599,11,recommendations,O
600,11,about,O
601,11,what,O
602,11,to,O
603,11,do,O
604,11,",",O
605,11,to,O
606,11,visit,O
607,11,and,O
608,11,to,O
609,11,eat,O
610,11,in,O
611,11,Singapore,B-geo
612,11,.,O
613,11,The,O
614,11,place,O
615,11,is,O
616,11,convenient,O
617,11,if,O
618,11,your,O
619,11,plans,O
620,11,are,O
621,11,to,O
622,11,stay,O
623,11,outside,O
624,11,during,O
625,11,the,O
626,11,day,O
627,11,and,O
628,11,come,O
629,11,just,O
630,11,to,O
631,11,shower,O
632,11,",",O
633,11,sleep,O
634,11,and,O
635,11,have,O
636,11,breakfast,O
637,11,.,O
638,11,Anna,B-per
639,11,also,O
640,11,let,O
641,11,me,O
642,11,use,O
643,11,the,O
644,11,washing,O
645,11,machine,O
646,11,",",O
647,11,and,O
648,11,the,O
649,11,laundry,O
650,11,dries,O
651,11,the,O
652,11,same,O
653,11,day,O
654,11,thanks,O
655,11,to,O
656,11,the,O
657,11,Singaporean,B-gpe
658,11,weather,O
659,11,.,O
660,12,Good,O
661,12,16,O
662,12,bed,O
663,12,room,O
664,12,hostel,O
665,12,in,O
666,12,the,O
667,12,heart,O
668,12,of,O
669,12,Chinatown,B-gpe
670,12,downtown,O
671,12,.,O
672,12,Thanks,O
673,12,for,O
674,12,the,O
675,12,stay,O
676,12,.,O
677,13,Staying,O
678,13,at,O
679,13,Sue,B-per
680,13,is,O
681,13,was,O
682,13,great,O
683,13,.,O
684,13,The,O
685,13,house,O
686,13,is,O
687,13,located,O
688,13,nearby,O
689,13,Holland,B-geo
690,13,Village,I-geo
691,13,.,O
692,13,The,O
693,13,room,O
694,13,was,O
695,13,very,O
696,13,neat,O
697,13,",",O
698,13,quiet,O
699,13,",",O
700,13,and,O
701,13,very,O
702,13,hospitable,O
703,13,.,O
704,14,The,O
705,14,perfect,O
706,14,studio,O
707,14,for,O
708,14,two,O
709,14,people,O
710,14,wanting,O
711,14,a,O
712,14,central,O
713,14,space,O
714,14,to,O
715,14,stay,O
716,14,during,O
717,14,an,O
718,14,activity,O
719,14,packed,O
720,14,time,O
721,14,in,O
722,14,SG,B-geo
723,14,Easy,O
724,14,check,O
725,14,in,O
726,14,available,O
727,14,24,O
728,14,7,O
729,14,",",O
730,14,as,O
731,14,well,O
732,14,as,O
733,14,plenty,O
734,14,of,O
735,14,amenities,O
736,14,.,O
737,14,A,O
738,14,short,O
739,14,walk,O
740,14,to,O
741,14,Little,B-gpe
742,14,India,I-gpe
743,14,and,O
744,14,Dhoby,B-geo
745,14,Ghaut,I-geo
746,14,MRT,O
747,14,stations,O
748,14,.,O
749,14,Would,O
750,14,recommend,O
751,15,Hands,O
752,15,down,O
753,15,the,O
754,15,best,O
755,15,Airbnb,B-org
756,15,stay,O
757,15,I,O
758,15,have,O
759,15,had,O
760,15,so,O
761,15,far,O
762,15,.,O
763,15,The,O
764,15,apartment,O
765,15,was,O
766,15,clean,O
767,15,with,O
768,15,fresh,O
769,15,bedsheets,O
770,15,when,O
771,15,we,O
772,15,arrived,O
773,15,.,O
774,15,The,O
775,15,check,O
776,15,in,O
777,15,process,O
778,15,was,O
779,15,really,O
780,15,easy,O
781,15,and,O
782,15,hassle,O
783,15,free,O
784,15,using,O
785,15,a,O
786,15,digital,O
787,15,lock,O
788,15,.,O
789,15,It,O
790,15,is,O
791,15,located,O
792,15,in,O
793,15,a,O
794,15,good,O
795,15,area,O
796,15,where,O
797,15,we,O
798,15,can,O
799,15,easily,O
800,15,reach,O
801,15,Changi,B-org
802,15,airport,I-org
803,15,",",O
804,15,Orchard,B-geo
805,15,road,I-geo
806,15,and,O
807,15,other,O
808,15,touristy,O
809,15,places,O
810,15,.,O
811,15,Mr,O
812,15,.,O
813,15,J,O
814,15,was,O
815,15,also,O
816,15,very,O
817,15,thoughtful,O
818,15,",",O
819,15,there,O
820,15,were,O
821,15,extra,O
822,15,pillows,O
823,15,",",O
824,15,plenty,O
825,15,tissue,O
826,15,rolls,O
827,15,",",O
828,15,iron,O
829,15,",",O
830,15,hairdryer,O
831,15,",",O
832,15,cooking,O
833,15,and,O
834,15,eating,O
835,15,utensils,O
836,15,perfect,O
837,15,for,O
838,15,a,O
839,15,family,O
840,15,trip,O
841,15,Keep,O
842,15,up,O
843,15,the,O
844,15,good,O
845,15,work,O
846,16,We,O
847,16,liked,O
848,16,it,O
849,16,a,O
850,16,lot,O
851,16,to,O
852,16,stay,O
853,16,in,O
854,16,Stephanie,B-per
855,16,.,O
856,16,She,O
857,16,has,O
858,16,a,O
859,16,beautiful,O
860,16,apartment,O
861,16,in,O
862,16,a,O
863,16,well,O
864,16,located,O
865,16,place,O
866,16,of,O
867,16,Singapore,B-geo
868,16,.,O
869,16,Two,O
870,16,metro,O
871,16,stations,O
872,16,from,O
873,16,the,O
874,16,center,O
875,16,",",O
876,16,near,O
877,16,the,O
878,16,picturesque,O
879,16,neighborhood,O
880,16,of,O
881,16,Little,B-gpe
882,16,India,I-gpe
883,16,and,O
884,16,Arab,B-gpe
885,16,Street,I-gpe
886,16,.,O
887,16,Stephanie,B-per
888,16,is,O
889,16,lovely,O
890,16,and,O
891,16,was,O
892,16,present,O
893,16,for,O
894,16,everything,O
895,16,we,O
896,16,need,O
897,16,.,O
898,16,She,O
899,16,has,O
900,16,a,O
901,16,very,O
902,16,cheerful,O
903,16,puppy,O
904,16,",",O
905,16,Pippy,O
906,16,.,O
907,16,The,O
908,16,only,O
909,16,detail,O
910,16,is,O
911,16,that,O
912,16,there,O
913,16,was,O
914,16,no,O
915,16,WiFi,O
916,16,in,O
917,16,the,O
918,16,room,O
919,16,",",O
920,16,but,O
921,16,if,O
922,16,it,O
923,16,worked,O
924,16,in,O
925,16,the,O
926,16,living,O
927,16,room,O
928,16,.,O
929,16,Highly,O
930,16,recommended,O
931,17,Modern,O
932,17,",",O
933,17,clean,O
934,17,",",O
935,17,comfortable,O
936,17,apartment,O
937,17,.,O
938,17,Great,O
939,17,pool,O
940,17,.,O
941,17,Front,O
942,17,desk,O
943,17,was,O
944,17,very,O
945,17,helpful,O
946,17,",",O
947,17,with,O
948,17,questions,O
949,17,and,O
950,17,needs,O
951,17,.,O
952,17,Centrally,O
953,17,located,O
954,17,a,O
955,17,short,O
956,17,Grab,B-org
957,17,or,O
958,17,taxi,O
959,17,ride,O
960,17,to,O
961,17,many,O
962,17,attractions,O
963,17,CBD,O
964,17,",",O
965,17,Marina,B-geo
966,17,Bay,I-geo
967,17,",",O
968,17,Chinatown,B-gpe
969,17,",",O
970,17,Sentosa,B-geo
971,17,.,O
972,17,7,B-tim
973,17,minute,I-tim
974,17,walk,O
975,17,to,O
976,17,supermarket,O
977,17,.,O
978,17,20,B-tim
979,17,minutes,I-tim
980,17,to,O
981,17,Orchard,B-geo
982,17,Road,I-geo
983,17,.,O
984,17,Our,O
985,17,family,O
986,17,really,O
987,17,enjoyed,O
988,17,our,O
989,17,stay,O
990,17,.,O
991,17,Thank,O
992,17,you,O
993,18,Excellent,O
994,18,apartment,O
995,18,located,O
996,18,centrally,O
997,18,next,O
998,18,to,O
999,18,Chinatown,B-gpe
1000,18,",",O
1001,18,just,O
1002,18,above,O
1003,18,the,O
1004,18,MRT,O
1005,18,station,O
1006,18,.,O
1007,18,We,O
1008,18,were,O
1009,18,four,O
1010,18,staying,O
1011,18,which,O
1012,18,was,O
1013,18,great,O
1014,18,since,O
1015,18,we,O
1016,18,were,O
1017,18,only,O
1018,18,sleeping,O
1019,18,there,O
1020,18,",",O
1021,18,but,O
1022,18,if,O
1023,18,you,O
1024,18,plan,O
1025,18,to,O
1026,18,be,O
1027,18,four,O
1028,18,for,O
1029,18,longer,O
1030,18,periods,O
1031,18,it,O
1032,18,may,O
1033,18,feel,O
1034,18,a,O
1035,18,little,O
1036,18,bit,O
1037,18,packed,O
1038,18,.,O
1039,18,The,O
1040,18,pool,O
1041,18,is,O
1042,18,fantastic,O
1043,18,and,O
1044,18,gives,O
1045,18,an,O
1046,18,opportunity,O
1047,18,for,O
1048,18,refreshment,O
1049,18,in,O
1050,18,a,O
1051,18,very,O
1052,18,warm,O
1053,18,Singapore,B-geo
1054,18,.,O
1055,18,Kelvin,B-per
1056,18,was,O
1057,18,ready,O
1058,18,to,O
1059,18,answer,O
1060,18,very,O
1061,18,fast,O
1062,18,Thanks,O
1063,18,for,O
1064,18,that,O
1065,18,Would,O
1066,18,definitely,O
1067,18,stay,O
1068,18,here,O
1069,18,again,O
1070,19,Very,O
1071,19,convenient,O
1072,19,location,O
1073,19,.,O
1074,19,Chinatown,B-gpe
1075,19,station,O
1076,19,is,O
1077,19,right,O
1078,19,there,O
1079,19,",",O
1080,19,and,O
1081,19,we,O
1082,19,lived,O
1083,19,literally,O
1084,19,above,O
1085,19,great,O
1086,19,food,O
1087,19,options,O
1088,19,.,O
1089,19,apartment,O
1090,19,was,O
1091,19,well,O
1092,19,furnished,O
1093,19,and,O
1094,19,in,O
1095,19,good,O
1096,19,condition,O
1097,19,",",O
1098,19,very,O
1099,19,spacious,O
1100,19,for,O
1101,19,a,O
1102,19,Singaporean,B-gpe
1103,19,apartment,O
1104,19,and,O
1105,19,we,O
1106,19,were,O
1107,19,comfortable,O
1108,19,to,O
1109,19,stay,O
1110,19,there,O
1111,19,.,O
1112,19,Also,O
1113,19,walking,O
1114,19,distance,O
1115,19,from,O
1116,19,great,O
1117,19,Clark,B-geo
1118,19,Quay,I-geo
1119,19,area,O
1120,19,for,O
1121,19,good,O
1122,19,bars,O
1123,19,and,O
1124,19,restaurants,O
1125,19,.,O
1126,20,Very,O
1127,20,well,O
1128,20,equipped,O
1129,20,room,O
1130,20,Apple,B-org
1131,20,TV,O
1132,20,",",O
1133,20,toaster,O
1134,20,",",O
1135,20,plates,O
1136,20,",",O
1137,20,etc,O
1138,20,.,O
1139,20,.,O
1140,20,Comes,O
1141,20,with,O
1142,20,you,O
1143,20,own,O
1144,20,bathroom,O
1145,20,and,O
1146,20,washer,O
1147,20,dryers,O
1148,20,.,O
1149,20,Conveniently,O
1150,20,located,O
1151,20,a,O
1152,20,couple,O
1153,20,blocks,O
1154,20,away,O
1155,20,from,O
1156,20,Chinatown,B-gpe
1157,20,MRT,O
1158,20,.,O
1159,20,All,O
1160,20,in,O
1161,20,all,O
1162,20,a,O
1163,20,very,O
1164,20,nice,O
1165,20,place,O
1166,20,to,O
1167,20,spend,O
1168,20,sometime,O
1169,20,in,O
1170,20,Singapore,B-gpe
1171,20,",",O
1172,20,though,O
1173,20,the,O
1174,20,ventilation,O
1175,20,is,O
1176,20,not,O
1177,20,very,O
1178,20,well,O
1179,20,and,O
1180,20,some,O
1181,20,other,O
1182,20,guests,O
1183,20,were,O
1184,20,doing,O
1185,20,laundry,O
1186,20,until,O
1187,20,late,O
1188,20,",",O
1189,20,not,O
1190,20,the,O
1191,20,owner,O
1192,20,is,O
1193,20,fault,O
1194,20,per,O
1195,20,se,O
1196,20,.,O
1197,21,So,O
1198,21,close,O
1199,21,to,O
1200,21,the,O
1201,21,Kallang,B-geo
1202,21,MRT,O
1203,21,station,O
1204,21,",",O
1205,21,this,O
1206,21,place,O
1207,21,is,O
1208,21,incredibly,O
1209,21,clean,O
1210,21,and,O
1211,21,comfortable,O
1212,21,.,O
1213,22,Very,O
1214,22,central,O
1215,22,location,O
1216,22,",",O
1217,22,right,O
1218,22,in,O
1219,22,the,O
1220,22,middle,O
1221,22,of,O
1222,22,Chinatown,B-gpe
1223,22,restaurants,O
1224,22,",",O
1225,22,markets,O
1226,22,",",O
1227,22,stores,O
1228,22,",",O
1229,22,and,O
1230,22,lots,O
1231,22,of,O
1232,22,things,O
1233,22,to,O
1234,22,see,O
1235,22,around,O
1236,22,the,O
1237,22,area,O
1238,22,.,O
1239,22,Access,O
1240,22,to,O
1241,22,public,O
1242,22,transportation,O
1243,22,is,O
1244,22,a,O
1245,22,5,O
1246,22,minute,O
1247,22,walk,O
1248,22,.,O
1249,22,Highly,O
1250,22,recommend,O
1251,22,for,O
1252,22,backpack,O
1253,22,traveling,O
1254,23,Room,O
1255,23,is,O
1256,23,exactly,O
1257,23,as,O
1258,23,shown,O
1259,23,in,O
1260,23,the,O
1261,23,photos,O
1262,23,.,O
1263,23,Brilliant,O
1264,23,location,O
1265,23,in,O
1266,23,the,O
1267,23,heart,O
1268,23,of,O
1269,23,Orchard,B-geo
1270,23,only,O
1271,23,7,O
1272,23,mins,O
1273,23,walk,O
1274,23,to,O
1275,23,Somerset,B-geo
1276,23,mrt,O
1277,23,and,O
1278,23,Plaza,B-org
1279,23,Singapura,I-org
1280,23,.,O
1281,23,Lots,O
1282,23,of,O
1283,23,good,O
1284,23,quality,O
1285,23,local,O
1286,23,food,O
1287,23,options,O
1288,23,on,O
1289,23,Killenny,B-geo
1290,23,rd,I-geo
1291,23,nearby,O
1292,23,.,O
1293,23,Host,O
1294,23,Elaine,B-per
1295,23,is,O
1296,23,very,O
1297,23,friendly,O
1298,23,.,O
1299,23,Perfect,O
1300,23,budget,O
1301,23,accommodation,O
1302,23,in,O
1303,23,an,O
1304,23,expensive,O
1305,23,part,O
1306,23,of,O
1307,23,Singapore,B-geo
1308,23,.,O
1309,24,The,O
1310,24,room,O
1311,24,is,O
1312,24,very,O
1313,24,clean,O
1314,24,and,O
1315,24,nice,O
1316,24,",",O
1317,24,with,O
1318,24,good,O
1319,24,air,O
1320,24,condition,O
1321,24,and,O
1322,24,useful,O
1323,24,mirror,O
1324,24,.,O
1325,24,Cold,O
1326,24,water,O
1327,24,bottle,O
1328,24,is,O
1329,24,ready,O
1330,24,when,O
1331,24,I,O
1332,24,came,O
1333,24,.,O
1334,24,Mi,O
1335,24,s,O
1336,24,house,O
1337,24,is,O
1338,24,near,O
1339,24,the,O
1340,24,MRT,O
1341,24,Sengkang,B-geo
1342,24,.,O
1343,24,It,O
1344,24,s,O
1345,24,easy,O
1346,24,to,O
1347,24,get,O
1348,24,directly,O
1349,24,to,O
1350,24,famous,O
1351,24,palace,O
1352,24,in,O
1353,24,SIN,O
1354,24,such,O
1355,24,as,O
1356,24,Little,B-gpe
1357,24,India,I-gpe
1358,24,",",O
1359,24,China,B-gpe
1360,24,Town,I-gpe
1361,24,",",O
1362,24,Clarke,B-geo
1363,24,Quay,I-geo
1364,24,and,O
1365,24,HarbourFront,B-geo
1366,24,to,O
1367,24,transfer,O
1368,24,to,O
1369,24,Sentosa,B-geo
1370,24,Island,I-geo
1371,24,.,O
1372,24,Mi,O
1373,24,and,O
1374,24,her,O
1375,24,housekeeper,O
1376,24,is,O
1377,24,very,O
1378,24,friendly,O
1379,24,and,O
1380,24,nice,O
1381,24,",",O
1382,24,her,O
1383,24,children,O
1384,24,are,O
1385,24,very,O
1386,24,lovely,O
1387,24,.,O
1388,24,Highly,O
1389,24,recommend,O
1390,24,for,O
1391,24,great,O
1392,24,palace,O
1393,24,with,O
1394,24,reasonable,O
1395,24,price,O
1396,24,.,O
1397,25,The,O
1398,25,best,O
1399,25,choice,O
1400,25,for,O
1401,25,tourists,O
1402,25,Especially,O
1403,25,for,O
1404,25,people,O
1405,25,who,O
1406,25,want,O
1407,25,to,O
1408,25,look,O
1409,25,around,O
1410,25,the,O
1411,25,city,O
1412,25,on,O
1413,25,foot,O
1414,25,.,O
1415,25,Since,O
1416,25,it,O
1417,25,s,O
1418,25,located,O
1419,25,in,O
1420,25,the,O
1421,25,very,O
1422,25,center,O
1423,25,of,O
1424,25,the,O
1425,25,city,O
1426,25,just,O
1427,25,5,O
1428,25,10mins,O
1429,25,walk,O
1430,25,from,O
1431,25,MRT,O
1432,25,Bugis,B-geo
1433,25,station,O
1434,25,",",O
1435,25,I,O
1436,25,could,O
1437,25,get,O
1438,25,to,O
1439,25,almost,O
1440,25,all,O
1441,25,the,O
1442,25,scenic,O
1443,25,places,O
1444,25,within,O
1445,25,30mins,B-tim
1446,25,on,O
1447,25,foot,O
1448,25,.,O
1449,25,Of,O
1450,25,course,O
1451,25,you,O
1452,25,can,O
1453,25,get,O
1454,25,there,O
1455,25,much,O
1456,25,faster,O
1457,25,by,O
1458,25,MRT,O
1459,25,",",O
1460,25,though,O
1461,25,.,O
1462,25,The,O
1463,25,room,O
1464,25,was,O
1465,25,spacious,O
1466,25,",",O
1467,25,neat,O
1468,25,and,O
1469,25,clean,O
1470,25,.,O
1471,25,Basic,O
1472,25,kitchen,O
1473,25,and,O
1474,25,laundry,O
1475,25,facility,O
1476,25,are,O
1477,25,available,O
1478,25,.,O
1479,25,And,O
1480,25,importantly,O
1481,25,",",O
1482,25,the,O
1483,25,hosts,O
1484,25,were,O
1485,25,so,O
1486,25,kind,O
1487,25,and,O
1488,25,helpful,O
1489,25,.,O
1490,25,They,O
1491,25,re,O
1492,25,managing,O
1493,25,pretty,O
1494,25,well,O
1495,25,",",O
1496,25,I,O
1497,25,think,O
1498,25,.,O
1499,25,Thank,O
1500,25,you,O
1501,25,Hope,O
1502,25,to,O
1503,25,see,O
1504,25,you,O
1505,25,again,O
1506,25,",",O
1507,25,guys,O
1508,26,Everything,O
1509,26,is,O
1510,26,perfect,O
1511,26,.,O
1512,26,Location,O
1513,26,is,O
