Id,SalePrice
1969,88051.05033916462
2725,167917.89796804695
1482,150991.8212726992
2763,198547.202986645
503,270098.1107012809
1584,236166.54111460992
1531,124223.06851727434
2210,176328.8564170599
459,360259.40173297655
556,126499.72197880861
1347,133250.26581994546
1290,55290.91232087642
1388,83189.5068847402
1571,420099.0194263704
2754,192702.60504754604
765,154883.2116647573
2494,122853.52245097532
2870,237790.3473263282
7,229078.84792060507
1114,238629.35636566562
2418,258055.03442775592
291,147681.48403330744
18,337303.1422815188
39,384103.4451639879
1001,258505.43922994978
2442,225220.68357703616
616,97754.66134992296
2680,59966.905256696584
1414,122391.18199772542
289,134547.03845499983
40,250783.5385182948
860,124992.3686793733
409,130601.90287866042
673,154838.66450586374
2427,183329.89213122864
2036,219836.87906207074
2564,149190.45027161896
642,169018.3330573984
1008,182360.23129973185
1908,162127.05230255975
2519,210091.03730646955
1369,93075.98123273373
2855,161814.58176265843
712,88018.47666395672
1943,117547.22120319432
1958,129863.38725507527
107,163456.5247542124
2295,219572.61956871854
704,97491.8606691226
676,137223.90501370336
259,182882.943302956
93,288812.88162113546
106,227641.54347423153
2315,179341.82543895787
1050,93579.99865999623
1095,208330.08211134252
2709,143216.48145927003
758,127668.32261391399
1496,158677.00326655433
2370,129386.43878550048
2458,256883.26243115487
2733,136444.13486004286
161,261302.9741487099
726,140511.31543307038
845,203770.3860602217
947,239191.96466966224
2232,118558.3607623339
2563,153613.28337646546
2299,164713.77948462343
211,94069.8746255944
605,164397.14370398998
1478,187942.54974981025
2247,274944.0420574321
2274,252983.27930210263
2869,211684.81821969606
967,221309.0872142844
2656,114534.25480621512
667,207343.6620848383
1042,121174.97714789576
2023,163191.41993625925
2447,375178.5271128592
2055,125112.03329828253
2275,268811.5170843276
2204,165495.1874778287
1563,265913.70192166144
483,233594.55612137218
796,129411.20491522997
1526,155529.23171495253
2042,144787.38657904326
442,371249.7495877056
1693,332039.24508183997
1468,210925.19573523148
1430,205017.01550390178
2605,168565.03718458532
1529,190600.76334044253
335,157051.31343950547
1287,128533.10689860058
31,96296.15090663907
1785,331946.72064300947
82,163486.1087514843
2620,144931.03747486047
252,176706.28949863778
721,41151.60584744453
2165,179371.59781298056
2316,181002.67087707526
775,118307.11046971327
1558,97778.75652453426
17,210785.58177679396
1022,229087.39105100257
925,118612.92544286739
438,269939.8753624206
1270,139029.1031540456
1272,110583.03634474386
215,153438.2656560493
266,220392.178084784
2402,310080.7728972755
1250,131283.4190996526
1984,117175.02142898727
1279,140251.98616006583
377,246588.00688980264
1252,112198.15010275223
2156,252876.72597337514
499,321217.9029495555
1374,124501.38144985135
2898,259078.3663095466
401,117971.80258317254
2721,160868.67808837042
2078,251037.0830498514
2589,123292.64714592023
1946,243665.57211956155
1334,123885.14327925851
2781,217750.28000816767
431,401311.62267227285
576,205031.16555328717
1474,206840.9019837291
2254,128782.51595016924
2155,260597.16625352396
885,98276.54183687171
643,132986.1274542582
1944,119364.66520060123
480,194186.3029653197
2845,102874.83986739677
2387,300151.81804052205
2407,218978.58987747872
2527,179288.4784597236
2514,152617.14164286153
629,154784.65073157064
80,205463.23023732103
1876,129568.16787284141
1546,117387.4253887546
2518,171289.9861977089
2347,160092.63310385455
783,285693.186267553
1322,42343.098139056674
194,74311.21694241234
1770,304389.92129150726
2143,156811.58220568302
1229,226133.50315081596
511,265554.0388919364
46,231511.7607511907
1348,157395.96663648853
2465,189861.60125819687
387,221709.01479561196
873,216617.0936286673
1918,127293.1269949309
2764,229110.6838627301
2184,128159.61039129917
934,138474.79069385532
1920,127974.79617292917
2631,140497.45564561855
1768,565193.7119523438
2040,110393.45932736005
1749,213564.42794357054
834,233133.60117708606
1457,225092.92159806308
79,118520.13792116652
2302,138294.53904714546
1817,139132.67728836054
2755,219258.89520213637
359,166178.25825028744
2059,95680.7544175225
2092,232446.76139617377
2516,212251.54210416946
150,119879.53355592233
1656,162882.63643243487
83,89089.93523596913
2411,177657.78750559583
795,55849.434160155346
2312,218668.21017014876
2917,125165.06823283836
1624,179511.90449259945
2215,262967.1839682953
1211,151131.85335203304
1485,174595.76455832142
1024,175077.72644957315
570,203623.70379385765
2874,135206.30794578113
700,136173.36293946166
2756,201842.52901932312
2022,182558.98601677857
583,224976.48557808617
2392,382660.51528614527
2424,183426.0298420042
212,117715.78989915135
736,126374.98096643559
1610,171902.38982861247
890,125997.9212524548
467,183696.02758135065
578,227489.94844130916
1747,201780.22475816112
1149,159872.06569201325
2758,244146.73568895602
857,138638.37172636422
2219,253301.62644499517
733,106929.54677294692
2909,102570.45051108286
1798,248454.0510952394
235,128543.67333192957
2366,133196.58329470112
1027,139915.6823666687
1195,134856.32590803027
1303,25028.12539715643
148,188151.4673128521
608,162717.79459748435
2515,201283.1520275962
821,276295.6763745854
2500,285311.55404481135
745,99283.55387027892
741,123563.27782042712
1611,144495.138185986
2532,122017.56869752964
1081,235747.8732062415
1692,440931.0845332006
2520,186199.07275344338
276,106640.81517446063
1992,128527.081825208
663,35072.28564721483
418,123043.92215129119
1733,184329.2932311051
2359,156618.97653706546
253,178881.40038786686
1518,181906.93153029896
2035,136537.87814278563
2919,71105.13285347668
1540,236012.36145878036
2120,146840.25645222206
1674,168987.46493368887
256,156695.8658537629
2361,89919.00779138175
978,63994.256700216836
2280,144775.33630974594
2095,223665.17310365092
1709,323920.2522605422
2801,243755.0748747103
1246,106363.38193722963
2373,99902.93725659928
1055,280273.90217935387
2017,118272.76968694592
1099,283961.476958747
1344,76329.23509533565
835,235479.7427836684
1117,231454.82861604667
2043,78981.57480876631
2085,126229.58167638458
410,139483.6575460007
2650,108505.09603822918
2867,173136.72363886028
1668,107597.59795077323
1161,173882.465586472
2122,166628.96523873633
2539,151709.02322140746
1047,142812.71640779966
1445,116278.48728345102
541,134296.34790271928
569,216080.53584770192
1276,111749.08787843407
918,150765.5706557722
326,164843.78799378983
1936,116865.32593389513
895,83832.395057419
257,147065.72570632905
1241,187595.8958869137
1545,109207.54402145577
1189,180450.630279352
270,147868.89378379547
2066,205128.5664528909
693,101148.32459930053
1259,145009.37504349535
2916,145319.0414704848
2321,266603.3370327729
1977,100082.57772058892
1895,133868.2136622889
1240,166865.85783545166
85,156603.51122779556
1823,118916.14425517523
825,271060.5380817975
110,220007.53546437144
697,115377.4208162124
2297,114519.38767543466
1231,134084.5077328933
1355,127221.89245476664
968,362857.0653129654
584,212531.39459130287
1315,132635.30178838276
1606,150264.91107063898
206,116675.7237556242
1685,385086.5052771864
2016,135550.41749669547
869,202420.99660980646
2135,123336.29463258226
2346,182806.55604395224
2430,223877.7716809052
2198,83305.97653414626
2652,116049.24638112928
27,112361.54610725453
241,156938.90839264457
906,118749.99678361297
1506,142174.37445792794
2098,327733.36858977366
1435,219076.53282320843
2213,132557.76370538824
1274,139515.44553706632
743,38205.35888475229
1737,183608.6973622753
2797,265834.9856121857
2185,65225.71523125545
58,160385.63332810148
830,194472.58114156063
808,109320.65695533647
680,146561.6885974641
1153,113155.565915232
1291,128280.76092987413
1818,152186.57581993524
2161,179115.52148221328
1883,114345.10701299211
350,347278.0947880908
2473,146176.6984646538
295,195049.5498272267
293,200547.76212159632
859,129497.81701526672
288,45166.755309435815
1578,152492.29935217102
102,189314.25917994944
2831,171575.67538505778
1030,166707.85299976423
2551,150102.3639719605
1286,143039.63519608308
958,317638.80144152336
776,126371.18660207448
72,239325.53996193036
2263,250612.45714296793
1866,153646.34572144836
2876,62420.813783987585
2146,240777.72835925382
103,178461.05036707883
1500,152838.52028970706
492,190346.1419257409
167,134309.76675002673
2597,112756.53888711851
2685,100613.26825215934
1035,158269.40752834803
1220,45677.19084823338
2602,152894.8080196403
2159,208671.73639755757
695,151431.67725317364
1109,276823.4834709037
640,198499.2768171217
1652,150358.74869953364
2090,199720.44193232936
1188,190316.56588331057
2345,243133.37177003542
1059,409756.7465312695
2751,222605.4420111269
128,224631.6136197978
1523,182319.3609410586
2925,187769.7314814707
2145,281469.3495156361
1121,202375.15817011558
566,277751.4629740772
565,258921.54777693702
1331,130710.03869479641
2928,116474.54089639199
156,136515.92506025883
797,153818.5121172517
327,80976.00833656255
2859,146832.79829288294
1453,128391.06171116701
1762,338537.3831920039
1868,205330.109068159
1760,174310.8751965401
1113,232588.98704270364
1812,190020.9293887743
117,155199.7196146216
1142,204044.55835135875
2342,418015.27574449853
927,133642.6449482702
2478,184446.38434201214
655,65724.21930082701
2064,116685.41227852742
369,269286.34321255377
2239,100267.91616534
2732,220073.49070047544
1653,171350.778551876
959,204409.57973221072
2395,344221.43758561905
1412,115384.97285887733
271,231160.46014208815
1484,155277.27263975618
1497,155652.1361213205
552,165069.338292795
2,130386.7744788529
1855,291699.5691472622
4,275250.2244347596
2292,139874.02204339666
134,148480.19111237733
646,105736.56638014935
42,312058.86672862543
532,216550.47355025518
713,93736.43267725749
2561,133162.3858456599
2360,127863.8833611962
1333,125597.41456894309
1407,250759.25499432167
2892,308982.1877698916
574,219576.60534736482
1227,184119.4358960268
2591,216012.65844413778
1476,209447.29931035655
1125,246834.8861988947
1446,148805.08233168113
408,117716.88384232558
1101,292251.6675000874
2251,192649.6734907566
373,187614.62421608798
2554,125637.2667317735
2382,276689.65339015645
1985,71901.99698513524
519,213541.34766705614
1093,189125.1523668299
864,239377.20465995726
2889,160868.17392760445
2308,194793.43174745276
986,168303.3225166367
1302,151210.39839921863
585,160729.9453300238
2708,145947.0256902276
147,134975.69485405373
1441,215601.66673589742
383,183697.04259978436
285,160953.0093856158
181,98395.18790771365
358,211369.43402946636
780,172805.68331397802
258,186120.74188145547
1865,223317.5376950986
692,118374.30413975348
2902,314882.3800767241
508,238887.716476455
2638,145603.30887193437
36,141941.52776017156
611,175127.309425321
2281,156019.80467499112
1678,141836.07013236414
1696,457077.90185642114
1557,71766.39907358937
2180,156500.324550953
1726,231743.32066027817
951,149459.31070295346
267,221812.9009086084
2706,139478.45160260264
2221,239902.84474682924
1357,164647.17100808132
2901,291912.8083045957
347,170358.38563370646
2164,189739.77377482667
1586,304210.93684251246
360,147071.4509098767
1769,261559.3272098683
2617,157363.74178483066
1879,138429.4857992249
991,219818.8571195101
1535,106882.82307146881
1191,163369.00940191245
1579,209007.98653399514
1882,135457.0184992727
1510,134798.79145741442
2196,185798.26882269417
1845,181918.74761427488
2336,368129.02937088616
942,76954.66087862136
861,137000.17425557674
2555,109131.84054950133
1392,155753.79223942535
2099,240142.55595672244
1543,123290.07469416785
948,272487.14371252246
1239,183555.2354665265
22,188927.01259803216
2796,229413.32614289477
2747,174715.06225339964
92,285826.106796787
210,191318.74708763452
1858,212162.40532706748
2228,175172.32841708814
447,229991.1524799544
827,236157.0845566721
1649,207379.77177145428
682,128476.17114571441
2698,102149.14059572486
494,163882.846442945
214,74594.3944731393
2441,224566.65256927744
2679,109746.493898316
1336,108005.01105041492
465,184640.6027652996
1524,151201.8827811262
2543,106548.96588519879
631,140494.8277851773
2452,314275.64460732404
228,151723.9890127618
126,178831.1004250615
1092,242571.1746611572
1122,195296.0475158968
932,217320.81622280134
1980,81844.28533699314
2171,110069.4198931675
551,152198.90802910304
2768,178120.1007518494
2056,96493.53472561901
1159,355110.96168584947
2645,133246.78315361353
1174,179004.94205528733
2266,217799.03547345358
2462,370132.98154833517
1219,139724.4210480934
2922,206389.3891919052
118,136705.26851638567
474,170841.96814626284
2576,149447.16221870514
872,278144.2818873107
1077,227721.3002392105
1536,147826.62262404343
1150,103446.7444772262
2341,319948.9320439557
1931,175053.30641832817
2785,141367.87933771109
2538,116702.80541673864
597,217228.72274893703
464,217425.43193396842
233,256523.66638402425
2169,149310.59538554054
2123,166652.3429549426
1867,185067.68782134305
137,258401.46560670418
515,224357.0179141136
933,116652.52983435955
2784,167105.44237114358
972,167927.60301371114
599,160473.13028364955
2614,125430.09389329885
2582,147183.66600058068
1409,181343.67826435997
175,101503.88004977883
352,231238.51929207047
976,91110.96488808439
2134,195390.252454423
984,106482.6440818193
2396,365352.97277054016
1673,143502.06805214772
404,130930.2252911072
607,156210.7807883536
814,163943.1304739684
868,190657.2537059925
2271,188492.10940786725
1633,249716.62347286963
337,179512.4389950617
2765,211041.97230476723
1746,243519.66762207227
368,298662.8436402286
2806,202337.6294414433
1662,191671.8524754877
1234,222139.31320667922
1373,123902.66124242092
1672,107238.91650590717
1939,112387.81377307254
